Certificate Number,Certificate
DE_BW_01_GMP_2021_0088,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products Special Requirements               : 7  Other: Cannabis flowers(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products: Cannabis flowers(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation
DE_BW_01_GMP_2021_0103,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical
DE_BW_01_GMP_2024_0020,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
DE_BW_01_GMP_2024_0021,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
DE_NW_03_GMP_2021_0082,
DE_SN_01_GMP_2021_0011,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.2  Capsules, soft shell 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.6  Human or animal extracted products Special Requirements               : 7  Other: includes only film-coated tablets contain. the active substance of animal origin pancreatic powder(en) 1.3.2  Batch Certification (list of product types) 1.3.2.6  Human or animal extracted products 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.8  Other solid dosage forms 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
ES/091/21,
IWSF.405.30.2021.IP.1 WTC/0105_06_01/104,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: storage(en)
NBF/10/2021/V,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
NL/H 21/2028695A,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.1.3  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.1.5  Biotechnology products 1.3.1.6  Human or animal extracted products 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.3.2.5  Biotechnology products 1.3.2.6  Human or animal extracted products 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.3  Biological medicinal products 2.2.3.2  Immunological products 2.2.3.5  Biotechnology products 2.2.3.6  Human or animal extracted products
NL/H 21/2028695C,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing
OGYÉI/51224-4/2023,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products Special Requirements               : 7  Other: Fresh frozen plasma by plasmapheresis(en)
BE/GMP/2021/084,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
DE_NI_04_GMP_2022_0020,"1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.2  Batch Certification (list of product types) 1.3.2.1  Blood products 1.4  Other products or manufacturing activity 1.4.3  Other: 1.) Autologous lymphocyte preparations by apheresis as biological starting materials, also cryopreserved; 2.) Autologous blood stem cell concentrates by apheresis as biological starting materials(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.3  Chemical/Physical 1.6.4  Biological"
DE_NW_04_GMP_2021_0032,
IT-API/75/H/2021,
IWSF.405.31.2021.IP.1 WTC/0324_02_01/105,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.3  Biological medicinal products 2.2.3.2  Immunological products 2.3  Other importation activities 2.3.1  Site of physical importation
IWSF.405.45.2021.IP.1 WTC/0563_01_01/146,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical
OGYÉI/10580-8/2021,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.4  Other: storage and sampling of finished products(en)
BE/GMP/2021/015,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.2  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.3.2.5  Biotechnology products 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.1  Sterile products 2.2.1.1  Aseptically prepared 2.2.1.2  Terminally sterilised 2.2.2  Non-sterile products 2.2.3  Biological medicinal products 2.2.3.2  Immunological products 2.2.3.5  Biotechnology products 2.3  Other importation activities 2.3.1  Site of physical importation
DE_NW_05_GMP_2022_0009,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids
ES/117HV/22,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids Special Requirements               : 5  Radiopharmaceuticals 1.1.3  Batch certification 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
OGYÉI/13317-6/2021,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates Special Requirements               : 7  Other: including cytostatics(en) 1.1.1.4  Small volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.1.3  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.5  Biotechnology products 1.3.2  Batch Certification (list of product types) 1.3.2.5  Biotechnology products 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
483041-100479424,"1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products, back-up for stability-, reference- and retention-samples, Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products, back-up for stability-, reference- and retention-samples(en) 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing 2.3.4  Other: Humanplasma zur Fraktionierung / Human plasma for fractionation , Humanplasma zur Fraktionierung / Human plasma for fractionation(en)"
483041-13693515,"1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products, back-up for stability-, reference- and retention-samples, Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products, back-up for stability-, reference- and retention-samples(en) 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing 2.3.4  Other: Humanplasma zur Fraktionierung / Human plasma for fractionation , Humanplasma zur Fraktionierung / Human plasma for fractionation(en)"
483041-14182410,"1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten und Rohstoffen, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products and raw materials, back-up for stability-, reference- and retention-samples, Lagerung von Humanplasma zur Fraktionierung, Zwischenprodukten und Rohstoffen, Back-up zur Lagerung von Stabilitäts-, Rückstell- und Referenzproben / Storage of human plasma for fractionation, intermediate products and raw materials, back-up for stability-, reference- and retention-samples(en) 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing 2.3.4  Other: Humanplasma zur Fraktionierung / Human plasma for fractionation , Humanplasma zur Fraktionierung / Human plasma for fractionation(en)"
NCF-II/2106/001/CAT,
sukls38374/2021,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids Special Requirements               : 7  Other: cytostatics(en) 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.1  Large volume liquids Special Requirements               : 7  Other: cytostatics(en) 1.1.2.3  Small volume liquids Special Requirements               : 7  Other: cytostatics(en)
2021/HPF/FR/093,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: granules(en) 1.2.1.9  Pressurised preparations 1.2.1.11  Semi-solids 1.2.1.13  Tablets 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms: granules(en) 1.5.1.9  Pressurised preparations 1.5.1.11  Semi-solids 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing"
2021/HPF/FR/094,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: granules(en) 1.2.1.9  Pressurised preparations 1.2.1.11  Semi-solids 1.2.1.13  Tablets 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms: granules(en) 1.5.1.9  Pressurised preparations 1.5.1.11  Semi-solids 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
21MPP018HFR01,
21MPP018VFR01,
30421/ASR11680-1,
34954/ 21-3-2024,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids 1.1.3  Batch certification 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.6  Liquids for internal use 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
GEOP 001/2021,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification 1.5  Packaging 1.5.2  Secondary packaging
IWSF.405.23.2021.IP.1 WTC/0353_01_01/92,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.11  Semi-solids 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.11  Semi-solids 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
IWSF.405.32.2021.IP.1 WTC/0271_05_01/106,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation(en)
IWSF.405.32.2021.IP.10 WTC/0271_08_01/115,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation(en)
IWSF.405.32.2021.IP.2 WTC/0271_13_01/107,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: Human plasma for fractionation(en)
IWSF.405.32.2021.IP.3 WTC/0271_08_01/108,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation(en)
IWSF.405.32.2021.IP.4 WTC/0271_07_01/109,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation obtained from whole blood(en)
IWSF.405.32.2021.IP.5 WTC/0271_09_01/110,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation obtained from whole blood(en)
IWSF.405.32.2021.IP.6 WTC/0271_10_01/111,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation obtained from whole blood(en)
IWSF.405.32.2021.IP.7 WTC/0271_06_01/112,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation obtained from whole blood(en)
IWSF.405.32.2021.IP.8 WTC/0271_05_01/113,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation(en)
IWSF.405.32.2021.IP.9 WTC/0271_13_01/114,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: Human plasma for fractionation(en)
IWSF.405.34.2021.IP.1  WTC/0277_09_01/119,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.10 WTC/0277_01_01/128,"1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products 1.3.2  Batch Certification (list of product types) 1.3.2.1  Blood products 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: human plasma for fractionation obtained from whole blood, human plasma for fractionation obtained by plasmapheresis, hyperimmune plasma(en) 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological"
IWSF.405.34.2021.IP.11 WTC/0277_01_01/129,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: products or processing activity: human plasma for fractionation(en) 1.6  Quality control testing 1.6.3  Chemical/Physical 1.6.4  Biological
IWSF.405.34.2021.IP.2 WTC/0277_05_01/120,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.3  WTC/0277_10_01/121,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.4 WTC/0277_03_01/122,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.6  WTC/0277_08_01/124,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.7 WTC/0277_07_01/125,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.8  WTC/0277_02_01/126,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
IWSF.405.34.2021.IP.9 WTC/0277_04_01/127,1  MANUFACTURING OPERATIONS 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.1  Blood products
OGYÉI/10157-7/2021,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms: Powders and granules(en) 1.2.1.9  Pressurised preparations Special Requirements               : 7  Other: Aerosols including antibiotics and powders for inhalers(en) 1.2.1.11  Semi-solids 1.2.1.12  Suppositories 1.2.1.13  Tablets Special Requirements               : 7  Other: including cytostatics(en) 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: including primary packaging of cytostatics(en) 1.5.1.5  Liquids for external use 1.5.1.6  Liquids for internal use 1.5.1.8  Other solid dosage forms: Powders and granules(en) 1.5.1.11  Semi-solids 1.5.1.12  Suppositories 1.5.1.13  Tablets Special Requirements               : 7  Other: including primary packaging of cytostatics(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.2  Microbiological: non-sterility 2.1.3  Chemical/Physical 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing"
OGYÉI/10189-6/2021,
OGYÉI/11379-11/2021,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: Storage of medicinal products(en)
OGYÉI/11379-13/2021,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: Storage of medicinal products(en)
2021/HPF/FR/125,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms: powder in sachet(en) 1.2.1.12  Suppositories 1.2.1.13  Tablets 1.2.2  Batch certification 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.8  Other solid dosage forms: powder in sachet(en) 1.5.1.12  Suppositories 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
DE_BY_05_GMP_2022_0016,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: API Manufacturing(en)
DK H 10000133,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.2  Batch certification 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.3  Other: High-dose vitamins and minerals(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.2  Capsules, soft shell 1.5.1.8  Other solid dosage forms: Teas and powder(en) 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical"
ZVA/LV/2021/005A,
002/2021/RO,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.4  Other: release for sale of imported medicinal products(en)
481285-13760130,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
481285-13934831,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging 2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation
482527-13742583,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
CG-HU/17V/2021.,1  MANUFACTURING OPERATIONS 1.4  Other products or manufacturing activity 1.4.3  Other: Liophylisation of immunological products(en)
DK H 10000131,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
DK IMP 10000140,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.4  Small volume liquids Special Requirements               : 1  B-lactam Antibiotics 3  Live Cells 1.1.3  Batch certification 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.3  Cell therapy products Special Requirements               : 1  B-lactam Antibiotics 3  Live Cells 1.3.2  Batch Certification (list of product types) 1.3.2.3  Cell therapy products 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.4  Biological
DK V 10000130,1  MANUFACTURING OPERATIONS 1.5  Packaging 1.5.2  Secondary packaging
MARD 01/2021,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.3  Batch certification 1.2  Non-sterile products 1.2.2  Batch certification 1.5  Packaging 1.5.2  Secondary packaging
MT/008/HM/2021,2  IMPORTATION OF MEDICINAL PRODUCTS 2.3  Other importation activities 2.3.1  Site of physical importation 2.3.2  Importation of intermediate which undergoes further processing
