Certificate Number,Certificate
132/5,1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical
DE_HB_01_GMP_2019_0001,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification
OGYÉI/26316-9/2017,
20-278080,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.1.1.4  Small volume liquids 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.3  Other: Biololgical active starting materials(en) 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
LT/04H/2018,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.5  Biotechnology products 1.3.1.6  Human or animal extracted products 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
MT/023HM/2019,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms: pellets(en) 1.2.1.13  Tablets 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell 1.5.1.13  Tablets 1.5.1.17  Other non-sterile medicinal products: pellets(en)"
UK MIA 18869 Insp GMP 18869/22487-0026,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
UK API 24 Insp GMP 24/18490046-0001,
UK MIA 8829 Insp GMP/GDP 8829/11972952-0003,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.2  Batch certification
IT/E/APIMED/03/2019 corr.1,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.6  Other: aseptic blending of powders in bulk(en) Special Requirements               : 1  B-lactam Antibiotics 1.4  Other products or manufacturing activity 1.4.2  Sterilisation of active substance/ excipients/ finished product 1.4.2.1  Filtration Special Requirements               : 1  B-lactam Antibiotics 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.3  Chemical/Physical 1.6.4  Biological
OGYÉI/41297-4/2018,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates Special Requirements               : 7  Other: Oncology products(en) 1.1.1.4  Small volume liquids Special Requirements               : 7  Other: Oncology products(en) 1.1.2  Terminally Sterilised (processing operations for the following dosage forms) 1.1.2.3  Small volume liquids Special Requirements               : 7  Other: Oncology products(en) 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell Special Requirements               : 7  Other: Oncology products(en) 1.2.1.13  Tablets Special Requirements               : 7  Other: Oncology products(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.1  Capsules, hard shell Special Requirements               : 7  Other: Oncology products(en) 1.5.1.13  Tablets Special Requirements               : 7  Other: Oncology products(en) 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical"
UK MIA 1359 Insp GMP 1359/700383-0007,"1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.1  Capsules, hard shell 1.2.1.8  Other solid dosage forms 1.2.1.13  Tablets 1.2.1.17  Other: Other solid dosage forms, Sachets and sticks.(en) 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.4.1.2  Homoeopathic products 1.4.1.4  Other: Anthroposophic remedy.(en) 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.2  Capsules, soft shell 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical"
MT/002NCR/2018,1 NON-COMPLIANT MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.6  Liquids for internal use 1.2.1.13  Tablets 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.6  Liquids for internal use 1.5.1.13  Tablets 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical
NL/H 18/2007738,1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.2  Lyophilisates 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.1.5  Biotechnology products 1.6  Quality control testing 1.6.1  Microbiological: sterility 1.6.2  Microbiological: non-sterility 1.6.3  Chemical/Physical 1.6.4  Biological
UK GMP 1093 Insp GMP 1093/1777-0007,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.13  Tablets 1.5  Packaging 1.5.1  Primary Packaging 1.5.1.17  Other non-sterile medicinal products 1.5.2  Secondary packaging
UK GMP 16699 Insp GMP/IMP 16699/9507560-0007 [H],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical
UK GMP 16699 Insp GMP/IMP 16699/9507560-0007 [V],1  MANUFACTURING OPERATIONS 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.1  Quality control testing of imported medicinal products 2.1.3  Chemical/Physical
UK MIA 3105 Insp GMP/GDP 3105/14745-0016,1  MANUFACTURING OPERATIONS 1.2  Non-sterile products 1.2.1  Non-sterile products (processing operations for the following dosage forms) 1.2.1.5  Liquids for external use 1.2.1.6  Liquids for internal use 1.2.1.8  Other solid dosage forms 1.2.1.11  Semi-solids 1.4  Other products or manufacturing activity 1.4.1  Manufacture of 1.4.1.1  Herbal products 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.3  Chemical/Physical 2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
UK MIA(IMP) 116 Insp GMP/IMP 116/525104-0011,"1  MANUFACTURING OPERATIONS 1.1  Sterile products 1.1.1  Aseptically prepared (processing operations for the following dosage forms) 1.1.1.1  Large volume liquids 1.1.1.4  Small volume liquids 1.1.1.6  Other: Cytotoxics, Monoclonal antibodies(en) 1.3  Biological medicinal products (list of product types) 1.3.1  Biological medicinal products (list of product types) 1.3.1.2  Immunological products 1.3.1.8  Other: Non Cytotoxic & Cytotoxic-Monoclonal Antibodies(en) 1.3.2  Batch Certification (list of product types) 1.3.2.2  Immunological products 1.3.2.8  Other: Non Cytotoxic & Cytotoxic-Monoclonal Antibodies(en) 1.5  Packaging 1.5.2  Secondary packaging 1.6  Quality control testing 1.6.2  Microbiological: non-sterility"
UK MIA 43870 Insp GMP/GDP 43870/3752075-0017,2  IMPORTATION OF MEDICINAL PRODUCTS 2.2  Batch certification of imported medicinal products 2.2.2  Non-sterile products
